"Domain","Domainrank","Origin","Target","Nofollow","Anchor","Deleted"
"stepstone.de","0","https://www.stepstone.de/e-recruiting/en/cooperation-partner/","https://www.it-sicherheit.de/stellenangebote/jobs-suchen","1","logo_it-sicherheit","0"
"hide.me","0","https://community.hide.me/threads/kaspersky-total-security-2015.1885/","https://www.it-sicherheit.de/profil/profil_kontakt/Kaspersky Labs GmbH/?no_cache=1","1","https://www.it-sicherheit.de/profil/profil_kontakt/kaspersky labs gmbh/?no_cache=1","0"
"secuteach.de","0","https://www.secuteach.de/security-ticker.html","https://www.it-sicherheit.de/securitynews/securitynews-auf-ihrer-website/?L=0","0","http://www.it-sicherheit.de/securitynews/securitynews_auf_ihrer_website/","1"
"logininvestments.com","0","https://logininvestments.com/duckduckgo-sicher/","https://www.it-sicherheit.de/news/ist-duckduckgo-eine-echte-google-alternative","1","11. ist duckduckgo eine echte google alternative? – der …","1"
"trendyone.de","0","https://www.trendyone.de/news/online-durchstarten-drei-wege-zur-eigenen-homepage","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps/tipp/webseiten-sicher-betreiben","0","sicherheitsvorkehrungen","0"
"loginissue.de","0","https://loginissue.de/courses/duckduckgo-sicher/","https://www.it-sicherheit.de/news/ist-duckduckgo-eine-echte-google-alternative","1","11. ist duckduckgo eine echte google alternative? – der …","0"
"loginissue.cl","0","https://www.loginissue.cl/duckduckgo-sicher/","https://www.it-sicherheit.de/news/ist-duckduckgo-eine-echte-google-alternative","1","11. ist duckduckgo eine echte google alternative? – der …","0"
"buttlerben.com","0","http://buttlerben.com/english/blog/agb/","https://www.it-sicherheit.de/anbieter_registrierung/preise_und_leistungsbeschreibungen","0","preise und leistungsbeschreibungen","0"
"logincolleagues.com","0","https://logincolleagues.com/duckduckgo-sicher/","https://www.it-sicherheit.de/news/ist-duckduckgo-eine-echte-google-alternative","1","11. ist duckduckgo eine echte google alternative? – der …","0"
"keist-support.ch","0","http://keist-support.ch/homepage1/1digital-news.htm","https://www.it-sicherheit.de/","0","it-sicherheit","0"
"uni-saarland.de","0","https://www.jura.uni-saarland.de/der-marktplatz-itaesicherheit/","https://www.it-sicherheit.de/","0","https://www.it-sicherheit.de","0"
"seokicks.de","0","https://en.seokicks.de/backlinks/www.internet-guetesiegel.de","http://www.it-sicherheit.de/","1","http://www.it-sicherheit.de","0"
"sitelike.org","0","https://www.sitelike.org/similar/careercenter-jobs.de/","https://www.it-sicherheit.de/","1","navigate to website","1"
"anewstip.com","0","https://anewstip.com/search/outlets/?q=name:IT-Sicherheit/","https://www.it-sicherheit.de/","0","https://www.it-sicherheit.de","0"
"rgi.net","0","https://alt.rgi.net/unternehmen/datenschutz-news/beitrag/kritische-luecken-in-mac-osx-geschlossen.html","https://www.it-sicherheit.de/ratgeber/securitynews","0","https://www.it-sicherheit.de/ratgeber/securitynews/","0"
"perspektive-mittelstand.de","0","https://www.perspektive-mittelstand.de/Neue-iPhone-App-sorgt-fuer-mehr-Sicherheit-im-Internet/pressemitteilung/38280.html","http://www.it-sicherheit.de/","1","www.it-sicherheit.de","1"
"wasserburg24.de","0","https://www.wasserburg24.de/netzwelt/ausser-kontrolle-so-reagieren-opfer-von-hackern-richtig-zr-5045427.html","https://www.it-sicherheit.de/ratgeber/checklisten_it_sicherheit","1","checklisten zum sicheren surfen und zum schutz des pc","0"
"lnn.de","0","https://lnn.de/sicherheit-2.html","https://www.it-sicherheit.de/index.php?id=614","0","","0"
"trojanerinfo.de","0","https://trojanerinfo.de/business-security/aktuell/europaeische-cyber-security-organisation-gegruendet.html","https://www.it-sicherheit.de/news/european-cyber-security-organisation-gegruendet","0","european cyber security organisation gegründet","0"
"hna.de","0","https://www.hna.de/netzwelt/multimedia/ausser-kontrolle-so-reagieren-opfer-von-hackern-richtig-zr-5045427.html","https://www.it-sicherheit.de/ratgeber/checklisten_it_sicherheit","1","checklisten zum sicheren surfen und zum schutz des pc","0"
"idg.zone","0","https://cf.frontend.onecms.idg.zone/a/selbst-schuld,3327016","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps","0","institut für internet-sicherheit","0"
"onlinepc.ch","0","https://www.onlinepc.ch/mobile/apps/securitynews-gratis-sicherheits-app-mit-schwachstellenampel-371940.html","http://www.it-sicherheit.de/","0","it-sicherheitsseite des if(is)","0"
"com-magazin.de","0","https://www.com-magazin.de/news/sicherheit/gratis-sicherheits-app-mit-schwachstellenampel-65654.html","http://www.it-sicherheit.de/","0","it-sicherheitsseite des if(is)","0"
"beratung.de","0","https://beratung.de/u/dubois-it-consulting-gmbh_eamkpe","http://www.it-sicherheit.de/","1","www.it-sicherheit.de","0"
"youngdata.de","0","https://www.youngdata.de/was-gibts-in-deiner-naehe/rheinland-pfalz/schuelerworkshops/unterrichtsmodul-ab-klasse-8/","https://www.it-sicherheit.de/ratgeber/checklisten_it_sicherheit/checkliste/checkliste-wie-kann-ich-mein-smartphone-vor-dritt","0","- link 3","0"
"chrea.de","0","https://chrea.de/wordpress/?p=797","https://www.it-sicherheit.de/startseite/news/olympia-fans-sollten-ihre-mobilen-geraete-aufruest","1","https://www.it-sicherheit.de/startseite/news/olympia-fans-sollten-ihre-mobilen-geraete-aufruest/","0"
